Strain,Drug,Enviro,MIC50,OD,Activity_norm,Species,RAD50,FoG50
HSC077,FLC,8,>32,1.4537781942393633,0.9289569777861095,C.albicans,19.5,0.421666667
HSC078,BA,3.12,0.78125,0.9022311432315767,0.6360987504610902,C.albicans,12.5,0.148333333
HSC078,BA,6.25,0.78125,0.9179591786812639,0.7341074808475241,C.albicans,12.5,0.148333333
HSC078,BA,1.56,0.78125,1.172651881769748,0.7776795286388821,C.albicans,12.5,0.148333333
HSC078,BA,12.5,0.78125,0.9252524209260786,0.7982783611651343,C.albicans,12.5,0.148333333
HSC078,BA,0.2,0.78125,1.480109607012022,1,C.albicans,12.5,0.148333333
HSC078,BA,0.39,0.78125,1.3376694149959025,1.0176127345062953,C.albicans,12.5,0.148333333
HSC078,BA,0.78,0.78125,1.2980956483805604,1.0070370266244895,C.albicans,12.5,0.148333333
HSC078,FLC,0.5,1,1.370902315402398,1,C.albicans,17,0.315
HSC078,FLC,1,1,1.5499024926884193,1.104024690956332,C.albicans,17,0.315
HSC078,FLC,16,1,1.561384991270718,1.2025563732950155,C.albicans,17,0.315
HSC078,FLC,2,1,1.4676934384212856,1.1808740618278821,C.albicans,17,0.315
HSC078,FLC,32,1,1.5178501193451923,1.0708745122521375,C.albicans,17,0.315
HSC078,FLC,4,1,1.5756852809161577,1.1674700033550671,C.albicans,17,0.315
HSC078,FLC,8,1,1.5510296091136755,1.170820055812259,C.albicans,17,0.315
HSC080,BA,0.39,0.78125,1.4787037774167129,0.9889157964329196,C.albicans,12.16666667,0.136666667
HSC080,BA,12.5,0.78125,0.8468564449143872,0.694901626634067,C.albicans,12.16666667,0.136666667
HSC080,BA,0.78,0.78125,1.2640985925050074,0.981693229004388,C.albicans,12.16666667,0.136666667
HSC080,BA,1.56,0.78125,1.0171792075647712,0.946069846892577,C.albicans,12.16666667,0.136666667
HSC080,BA,0.2,0.78125,1.531588359407851,1,C.albicans,12.16666667,0.136666667
HSC080,BA,6.25,0.78125,0.9039299046870016,0.6878526759100415,C.albicans,12.16666667,0.136666667
HSC080,BA,3.12,0.78125,0.874084150493983,0.8317218266841359,C.albicans,12.16666667,0.136666667
HSC080,FLC,0.5,1,1.4442570726928763,1,C.albicans,19.16666667,0.278333333
HSC080,FLC,1,1,1.5271977133599561,1.151931278929104,C.albicans,19.16666667,0.278333333
HSC080,FLC,16,1,1.6185121687097699,1.215743830949738,C.albicans,19.16666667,0.278333333
HSC080,FLC,2,1,1.4727280426141722,1.1559256322205942,C.albicans,19.16666667,0.278333333
HSC080,FLC,32,1,1.6904472243652564,1.131475927596676,C.albicans,19.16666667,0.278333333
HSC080,FLC,4,1,1.7071151031146983,1.2378428174088991,C.albicans,19.16666667,0.278333333
HSC080,FLC,8,1,1.5885259370839793,1.202049669787507,C.albicans,19.16666667,0.278333333
HSC081,BA,3.12,0.78125,0.9451723496425438,0.8300637852525574,C.albicans,11.16666667,0.135
HSC081,BA,6.25,0.78125,0.9146471568668395,0.7539874349652304,C.albicans,11.16666667,0.135
HSC081,BA,12.5,0.78125,0.811681581235359,0.738835125628647,C.albicans,11.16666667,0.135
HSC081,BA,0.2,0.78125,1.4628856937837191,1,C.albicans,11.16666667,0.135
HSC081,BA,0.78,0.78125,1.296819533086044,1.078324105837579,C.albicans,11.16666667,0.135
HSC081,BA,1.56,0.78125,1.1227803742753113,0.9303766073654717,C.albicans,11.16666667,0.135
HSC081,BA,0.39,0.78125,1.4353978336225126,1.087104446006592,C.albicans,11.16666667,0.135
HSC081,FLC,0.5,1,1.3107145674887386,1,C.albicans,19.16666667,0.286666667
HSC081,FLC,1,1,1.368121415985503,1.1610554394470196,C.albicans,19.16666667,0.286666667
HSC081,FLC,16,1,1.3817217295691606,1.137391592877588,C.albicans,19.16666667,0.286666667
HSC081,FLC,2,1,1.4050150843257012,1.193224886733172,C.albicans,19.16666667,0.286666667
HSC081,FLC,32,1,1.4168120414120782,0.998409291844174,C.albicans,19.16666667,0.286666667
HSC081,FLC,4,1,1.5534162960810811,1.2315983042765173,C.albicans,19.16666667,0.286666667
HSC081,FLC,8,1,1.5238111935840584,1.2126676227559738,C.albicans,19.16666667,0.286666667
HSC082,BA,0.78,0.78125,1.2635132539832454,1.0183705683536435,C.albicans,11.83333333,0.156666667
HSC082,BA,0.39,0.78125,1.47772797277381,1.034484109848025,C.albicans,11.83333333,0.156666667
HSC082,BA,3.12,0.78125,0.8887111600333171,0.6200505132142172,C.albicans,11.83333333,0.156666667
HSC082,BA,1.56,0.78125,0.9837376343248673,0.8285969301564349,C.albicans,11.83333333,0.156666667
HSC082,BA,12.5,0.78125,0.85372079159263,0.6019938478621268,C.albicans,11.83333333,0.156666667
HSC082,BA,0.2,0.78125,1.5435098654423018,1,C.albicans,11.83333333,0.156666667
HSC082,BA,6.25,0.78125,0.9054328729512876,0.614031249413091,C.albicans,11.83333333,0.156666667
HSC082,FLC,0.5,4,1.3590943321771967,1,C.albicans,17,0.333333333
HSC082,FLC,1,4,1.5167014147163316,1.1530611689081893,C.albicans,17,0.333333333
HSC082,FLC,16,4,1.537490299633634,1.0887998449366925,C.albicans,17,0.333333333
HSC082,FLC,2,4,1.4879998054360417,1.138346542613596,C.albicans,17,0.333333333
HSC082,FLC,32,4,1.4172168893162294,0.94984534858175,C.albicans,17,0.333333333
HSC082,FLC,4,4,1.584319241090949,1.175062068831527,C.albicans,17,0.333333333
HSC082,FLC,8,4,1.5541789546537523,1.0959395806500858,C.albicans,17,0.333333333
HSC083,BA,6.25,0.78125,0.6666140561465008,1.020564297754173,C.albicans,13,0.151666667
HSC083,BA,12.5,0.78125,0.49216864717585346,0.7800735620494332,C.albicans,13,0.151666667
HSC083,BA,3.12,0.78125,0.8096592915024318,0.8972201183379082,C.albicans,13,0.151666667
HSC083,BA,1.56,0.78125,1.01841229757064,0.8771009482923456,C.albicans,13,0.151666667
HSC083,BA,0.78,0.78125,1.3498585746148704,0.981252185105958,C.albicans,13,0.151666667
HSC083,BA,0.39,0.78125,1.653393586223797,1.0575040983984292,C.albicans,13,0.151666667
HSC083,BA,0.2,0.78125,1.6702566424242928,1,C.albicans,13,0.151666667
HSC090,BA,0.2,0.78125,1.5405753405277935,1,C.albicans,13.33333333,0.16166666699999999
HSC090,BA,1.56,0.78125,0.931877422226808,0.6998931892206397,C.albicans,13.33333333,0.16166666699999999
HSC090,BA,12.5,0.78125,0.9568954651074356,0.8328943792071463,C.albicans,13.33333333,0.16166666699999999
HSC090,BA,0.78,0.78125,1.1253205037859468,0.9544933309151771,C.albicans,13.33333333,0.16166666699999999
HSC090,BA,0.39,0.78125,1.479370485623401,1.0562765886819203,C.albicans,13.33333333,0.16166666699999999
HSC090,BA,6.25,0.78125,1.0163133169489262,0.7920927326652232,C.albicans,13.33333333,0.16166666699999999
HSC090,BA,3.12,0.78125,0.8831815887627291,0.617999075603047,C.albicans,13.33333333,0.16166666699999999
HSC090,FLC,0.5,1,1.308244655049533,1,C.albicans,19.5,0.25
HSC090,FLC,1,1,1.5054737890628056,1.1919195538072775,C.albicans,19.5,0.25
HSC090,FLC,16,1,1.623867181344338,1.1648293773366931,C.albicans,19.5,0.25
HSC090,FLC,2,1,1.4702493087145814,1.140787167517205,C.albicans,19.5,0.25
HSC090,FLC,32,1,1.5061726874824133,1.0523311552299597,C.albicans,19.5,0.25
HSC090,FLC,4,1,1.497436457237318,1.1527458145704375,C.albicans,19.5,0.25
HSC090,FLC,8,1,1.5924866423039554,1.162321134914535,C.albicans,19.5,0.25
HSC094,BA,0.78,0.78125,0.9597280614121427,0.9957477518186775,C.albicans,12.66666667,0.16
HSC094,BA,12.5,0.78125,0.638827264839866,0.7098424578918313,C.albicans,12.66666667,0.16
HSC094,BA,3.12,0.78125,0.7687177292440208,0.7642422187354642,C.albicans,12.66666667,0.16
HSC094,BA,1.56,0.78125,0.7335587617117247,0.8902241768096675,C.albicans,12.66666667,0.16
HSC094,BA,0.39,0.78125,1.2723763863875972,0.9456702670019191,C.albicans,12.66666667,0.16
HSC094,BA,0.2,0.78125,1.5804686593356392,1,C.albicans,12.66666667,0.16
HSC094,BA,6.25,0.78125,0.7639037874792076,0.6273544494211484,C.albicans,12.66666667,0.16
HSC094,FLC,0.5,1,1.3416907812901695,1,C.albicans,18.16666667,0.406666667
HSC094,FLC,1,1,1.431729212204242,1.1202961390406831,C.albicans,18.16666667,0.406666667
HSC094,FLC,16,1,1.5437455278296233,1.1270409713874692,C.albicans,18.16666667,0.406666667
HSC094,FLC,2,1,1.3173024189008458,1.0985978900392523,C.albicans,18.16666667,0.406666667
HSC094,FLC,32,1,1.5613278355986704,1.0384086019620395,C.albicans,18.16666667,0.406666667
HSC094,FLC,4,1,1.2822086997650461,1.0705540687846704,C.albicans,18.16666667,0.406666667
HSC094,FLC,8,1,1.453210822099489,1.134302760822478,C.albicans,18.16666667,0.406666667
HSC097,BA,0.2,0.390625,1.6128061818717443,1,C.albicans,14.66666667,0.105
HSC097,BA,0.39,0.390625,1.5316997792736233,1.006393745191109,C.albicans,14.66666667,0.105
HSC097,BA,0.78,0.390625,1.2996496085132152,1.0740752799963547,C.albicans,14.66666667,0.105
HSC097,BA,3.12,0.390625,1.0735789267912321,0.6981147503576512,C.albicans,14.66666667,0.105
HSC097,BA,6.25,0.390625,1.0435281613673535,0.5869010152952511,C.albicans,14.66666667,0.105
HSC097,BA,12.5,0.390625,0.9976087519568864,0.7680327468678447,C.albicans,14.66666667,0.105
HSC097,BA,1.56,0.390625,0.9874896166610905,0.8707892209478694,C.albicans,14.66666667,0.105
HSC097,FLC,0.5,1,1.4992021119901322,1,C.albicans,21,0.301666667
HSC097,FLC,1,1,1.5671197433721393,1.0762494401870835,C.albicans,21,0.301666667
HSC097,FLC,16,1,1.7059635390877377,1.0518435564673163,C.albicans,21,0.301666667
HSC097,FLC,2,1,1.5101832572634135,1.035716700653186,C.albicans,21,0.301666667
HSC097,FLC,32,1,1.5489933323388463,0.9220364749913131,C.albicans,21,0.301666667
HSC097,FLC,4,1,1.5495950389291628,1.0836951461003324,C.albicans,21,0.301666667
HSC097,FLC,8,1,1.5781761019692104,1.0289675719636373,C.albicans,21,0.301666667
HSC098,BA,1.56,0.390625,0.5614732396760128,0.9375944698919505,C.albicans,12,0.1175
HSC098,BA,12.5,0.390625,0.4810647909053468,0.6590099524405902,C.albicans,12,0.1175
HSC098,BA,0.78,0.390625,0.8106740581424995,0.9705921183698024,C.albicans,12,0.1175
HSC098,BA,0.39,0.390625,1.1453823977407187,0.9205781760561905,C.albicans,12,0.1175
HSC098,BA,6.25,0.390625,0.5453915499218795,0.5707384746679146,C.albicans,12,0.1175
HSC098,BA,3.12,0.390625,0.4507318476292582,0.6686267032199085,C.albicans,12,0.1175
HSC098,BA,0.2,0.390625,1.3893533984009832,1,C.albicans,12,0.1175
HSC098,FLC,0.5,>32,1.034408388262022,1,C.albicans,9.5,0.89
HSC098,FLC,1,>32,1.2078964990945391,1.1911878290267202,C.albicans,9.5,0.89
HSC098,FLC,16,>32,1.4433577074741828,1.17409439740429,C.albicans,9.5,0.89
HSC098,FLC,2,>32,1.1266367885939554,1.1812915048137635,C.albicans,9.5,0.89
HSC098,FLC,32,>32,1.428915599196239,1.10546650494032,C.albicans,9.5,0.89
HSC098,FLC,4,>32,0.9744462171839761,1.1113273243385677,C.albicans,9.5,0.89
HSC098,FLC,8,>32,1.2365979041532378,1.1885618216181786,C.albicans,9.5,0.89
HSC099,BA,0.2,0.390625,1.5578365209367608,1,C.albicans,15,0.098333333
HSC099,BA,1.56,0.390625,1.2166228745322498,0.9225539975658462,C.albicans,15,0.098333333
HSC099,BA,0.39,0.390625,1.4814586260446967,1.087733035104452,C.albicans,15,0.098333333
HSC099,BA,6.25,0.390625,0.9805395508917486,0.5691272963385571,C.albicans,15,0.098333333
HSC099,BA,0.78,0.390625,1.204495073202377,1.0146129362747285,C.albicans,15,0.098333333
HSC099,BA,3.12,0.390625,0.900482435371521,0.6611359743688998,C.albicans,15,0.098333333
HSC099,BA,12.5,0.390625,0.8221967964500388,0.6298342725512079,C.albicans,15,0.098333333
HSC099,FLC,0.5,>32,1.3859158641128817,1,C.albicans,18,0.416666667
HSC099,FLC,1,>32,1.5337026412199382,1.0718808159948572,C.albicans,18,0.416666667
HSC099,FLC,16,>32,1.578439495882267,1.021493643355492,C.albicans,18,0.416666667
HSC099,FLC,2,>32,1.4135854794242642,1.0185516826658618,C.albicans,18,0.416666667
HSC099,FLC,32,>32,1.5587863111751166,0.9681149041272328,C.albicans,18,0.416666667
HSC099,FLC,4,>32,1.4932325963953461,1.0610944752963138,C.albicans,18,0.416666667
HSC099,FLC,8,>32,1.5093947548716211,1.0923994466925706,C.albicans,18,0.416666667
HSC100,BA,12.5,0.78125,0.8200337278849151,0.8102637218891509,C.albicans,12,0.126666667
HSC100,BA,1.56,0.78125,1.1345459806873055,0.9628950211840788,C.albicans,12,0.126666667
HSC100,BA,0.78,0.78125,1.187489004457408,1.0177820396124093,C.albicans,12,0.126666667
HSC100,BA,0.2,0.78125,1.480440402651974,1,C.albicans,12,0.126666667
HSC100,BA,0.39,0.78125,1.3691065946948457,1.03110054432468,C.albicans,12,0.126666667
HSC100,BA,3.12,0.78125,0.9716502713192952,0.7881908889480843,C.albicans,12,0.126666667
HSC100,BA,6.25,0.78125,0.8857904979877814,0.6626428219261422,C.albicans,12,0.126666667
HSC100,FLC,0.5,1,1.320537814103996,1,C.albicans,17,0.475
HSC100,FLC,1,1,1.4377884926867432,1.0522633856790538,C.albicans,17,0.475
HSC100,FLC,16,1,1.5035358809764108,1.070234324623315,C.albicans,17,0.475
HSC100,FLC,2,1,1.4112649998655116,1.071835992574922,C.albicans,17,0.475
HSC100,FLC,32,1,1.5523026204228558,1.0366584395480125,C.albicans,17,0.475
HSC100,FLC,4,1,1.4457174733449423,1.0796702675486454,C.albicans,17,0.475
HSC100,FLC,8,1,1.4681010559110086,1.0792198984438988,C.albicans,17,0.475
HSC105,BA,0.2,0.78125,1.4678231490664002,1,C.albicans,12.33333333,0.111666667
HSC105,BA,0.39,0.78125,1.3838623895053628,0.9965702046939938,C.albicans,12.33333333,0.111666667
HSC105,BA,3.12,0.78125,0.937139874894348,0.7576164788984143,C.albicans,12.33333333,0.111666667
HSC105,BA,0.78,0.78125,1.2447823526752477,1.0299901160891343,C.albicans,12.33333333,0.111666667
HSC105,BA,6.25,0.78125,1.0445743964318965,0.7030507686483805,C.albicans,12.33333333,0.111666667
HSC105,BA,1.56,0.78125,1.2123356850967935,0.9930450952836412,C.albicans,12.33333333,0.111666667
HSC105,BA,12.5,0.78125,0.9772776044173248,0.7698759890707374,C.albicans,12.33333333,0.111666667
HSC105,FLC,0.5,>32,1.308692414029081,1,C.albicans,9.5,NA
HSC105,FLC,1,>32,1.4779492453498013,1.055620280418519,C.albicans,9.5,NA
HSC105,FLC,16,>32,1.6048715937048215,1.0243344653405997,C.albicans,9.5,NA
HSC105,FLC,2,>32,1.4735698160774873,1.0369200434743717,C.albicans,9.5,NA
HSC105,FLC,32,>32,1.7047063610051603,1.005858957675689,C.albicans,9.5,NA
HSC105,FLC,4,>32,1.529772491738848,1.0154098187423626,C.albicans,9.5,NA
HSC105,FLC,8,>32,1.6092510229771353,1.0346198686726376,C.albicans,9.5,NA
yAG104,BA,0.78,0.390625,1.3146393028196757,0.9673495836329442,C.albicans,13.25,0.1575
yAG104,BA,0.39,0.390625,1.6549525908601153,1.0915151299739945,C.albicans,13.25,0.1575
yAG104,BA,12.5,0.390625,0.8985382747943061,0.893831011149175,C.albicans,13.25,0.1575
yAG104,BA,3.12,0.390625,0.8896134637149996,0.696590018249082,C.albicans,13.25,0.1575
yAG104,BA,6.25,0.390625,1.0736694036784016,0.7817137106526298,C.albicans,13.25,0.1575
yAG104,BA,1.56,0.390625,0.9114134120890431,0.8089777404132423,C.albicans,13.25,0.1575
yAG104,BA,0.2,0.390625,1.6280318492438468,1,C.albicans,13.25,0.1575
yAG104,FLC,16,2,1.648316150502603,1.0243300340543253,C.albicans,15.25,0.67
yAG104,FLC,0.5,2,1.6986931233953222,1,C.albicans,15.25,0.67
yAG104,FLC,1,2,1.8821205123663471,1.0514432672704874,C.albicans,15.25,0.67
yAG104,FLC,8,2,1.7003493526411104,0.9887280826839993,C.albicans,15.25,0.67
yAG104,FLC,2,2,1.7493461344956729,1.0305305236835027,C.albicans,15.25,0.67
yAG104,FLC,32,2,1.57765036934898,1.0079468203410618,C.albicans,15.25,0.67
yAG104,FLC,4,2,1.8514802713192684,1.0526854706089779,C.albicans,15.25,0.67
yAG98,BA,0.78,0.390625,1.2968414168719133,0.8790498020486218,C.albicans,13.25,0.185
yAG98,BA,0.2,0.390625,1.562400632172626,1,C.albicans,13.25,0.185
yAG98,BA,6.25,0.390625,0.9563868731867717,0.8177218905722335,C.albicans,13.25,0.185
yAG98,BA,0.39,0.390625,1.4393916728717975,1.0553362317866892,C.albicans,13.25,0.185
yAG98,BA,3.12,0.390625,1.0600102433319634,0.8300312993354789,C.albicans,13.25,0.185
yAG98,BA,1.56,0.390625,1.1071117752161415,0.7703009674812369,C.albicans,13.25,0.185
yAG98,BA,12.5,0.390625,0.9610580994893347,0.8476115715878547,C.albicans,13.25,0.185
yAG98,FLC,16,1,1.636625095108698,0.9676045414613826,C.albicans,18,0.7375
yAG98,FLC,8,1,1.6363132480963873,0.9555404137070747,C.albicans,18,0.7375
yAG98,FLC,0.5,1,1.506351005715896,1,C.albicans,18,0.7375
yAG98,FLC,1,1,1.4414868271552665,0.9127069178908064,C.albicans,18,0.7375
yAG98,FLC,4,1,1.5370679364285016,0.9390431066122855,C.albicans,18,0.7375
yAG98,FLC,2,1,1.5935122456567414,0.9764710515889842,C.albicans,18,0.7375
yAG98,FLC,32,1,1.5631071619564465,0.9211712082396324,C.albicans,18,0.7375
